gene	gene_class	nonsyn_abnormal_n	nonsyn_abnormal_rate	nonsyn_normal_n	nonsyn_normal_rate	nonsyn_control_n	nonsyn_control_rate	nonsyn_rate_ab_minus_normal	nonsyn_rate_ab_minus_control	rare_abnormal_n	rare_abnormal_rate	rare_normal_n	rare_normal_rate	rare_control_n	rare_control_rate	rare_rate_ab_minus_normal	rare_rate_ab_minus_control
APOBEC3H	dna_modification	45	0.5844155844155844	228	0.5454545454545454	94	0.6143790849673203	0.038961038961038974	-0.02996350055173591	0	0.0	6	0.014354066985645933	2	0.013071895424836602	-0.014354066985645933	-0.013071895424836602
BRMS1	chromatin_remodeling	45	0.5844155844155844	188	0.44976076555023925	80	0.5228758169934641	0.13465481886534514	0.061539767422120306	0	0.0	2	0.004784688995215311	1	0.006535947712418301	-0.004784688995215311	-0.006535947712418301
CTCFL	chromatin_remodeling	45	0.5844155844155844	247	0.5909090909090909	97	0.6339869281045751	-0.006493506493506551	-0.04957134368899074	1	0.012987012987012988	2	0.004784688995215311	3	0.0196078431372549	0.008202323991797676	-0.006620830150241914
USP17L2	histone_erase	45	0.5844155844155844	262	0.6267942583732058	85	0.5555555555555556	-0.042378673957621404	0.028860028860028808	6	0.07792207792207792	11	0.02631578947368421	8	0.05228758169934641	0.05160628844839371	0.025634496222731513
TET2	dna_modification	44	0.5714285714285714	241	0.5765550239234449	90	0.5882352941176471	-0.005126452494873535	-0.01680672268907568	5	0.06493506493506493	26	0.06220095693779904	8	0.05228758169934641	0.0027341079972658874	0.012647483235718522
BARD1	histone_write	43	0.5584415584415584	227	0.5430622009569378	77	0.5032679738562091	0.015379357484620604	0.05517358458534927	1	0.012987012987012988	26	0.06220095693779904	5	0.032679738562091505	-0.04921394395078606	-0.019692725575078517
IKZF1	chromatin_remodeling	43	0.5584415584415584	288	0.6889952153110048	117	0.7647058823529411	-0.13055365686944642	-0.20626432391138272	1	0.012987012987012988	2	0.004784688995215311	0	0.0	0.008202323991797676	0.012987012987012988
PRKAG3	histone_write	43	0.5584415584415584	225	0.5382775119617225	77	0.5032679738562091	0.02016404647983594	0.05517358458534927	2	0.025974025974025976	3	0.007177033492822967	1	0.006535947712418301	0.01879699248120301	0.019438078261607674
ATRX	chromatin_remodeling	42	0.5454545454545454	234	0.5598086124401914	77	0.5032679738562091	-0.014354066985646008	0.042186571598336275	3	0.03896103896103896	11	0.02631578947368421	3	0.0196078431372549	0.012645249487354751	0.01935319582378406
BAZ2B	histone_read	42	0.5454545454545454	227	0.5430622009569378	80	0.5228758169934641	0.0023923444976076125	0.022578728461081332	5	0.06493506493506493	24	0.05741626794258373	6	0.0392156862745098	0.007518796992481196	0.025719378660555126
CBX8	histone_read	42	0.5454545454545454	245	0.5861244019138756	87	0.5686274509803921	-0.04066985645933019	-0.02317290552584672	1	0.012987012987012988	12	0.028708133971291867	5	0.032679738562091505	-0.01572112098427888	-0.019692725575078517
HR	histone_erase	42	0.5454545454545454	237	0.5669856459330144	93	0.6078431372549019	-0.021531100478468956	-0.0623885918003565	2	0.025974025974025976	24	0.05741626794258373	5	0.032679738562091505	-0.03144224196855776	-0.006705712588065529
UBR2	histone_write	42	0.5454545454545454	246	0.5885167464114832	80	0.5228758169934641	-0.0430622009569378	0.022578728461081332	2	0.025974025974025976	12	0.028708133971291867	2	0.013071895424836602	-0.002734107997265891	0.012902130549189374
CHD1L	chromatin_remodeling	41	0.5324675324675324	194	0.46411483253588515	79	0.5163398692810458	0.06835269993164728	0.016127663186486618	4	0.05194805194805195	6	0.014354066985645933	1	0.006535947712418301	0.03759398496240602	0.04541210423563365
CTBP2	histone_write	41	0.5324675324675324	248	0.5933014354066986	96	0.6274509803921569	-0.06083390293916613	-0.09498344792462443	3	0.03896103896103896	8	0.019138755980861243	5	0.032679738562091505	0.019822282980177717	0.006281300398947455
PHC1	polycomb	41	0.5324675324675324	248	0.5933014354066986	86	0.5620915032679739	-0.06083390293916613	-0.029623970800441435	1	0.012987012987012988	1	0.0023923444976076554	1	0.006535947712418301	0.010594668489405332	0.006451065274594687
PIWIL4	chromatin_remodeling	41	0.5324675324675324	197	0.47129186602870815	67	0.43790849673202614	0.06117566643882427	0.09455903573550628	3	0.03896103896103896	11	0.02631578947368421	4	0.026143790849673203	0.012645249487354751	0.012817248111365757
PRDM6	histone_write	41	0.5324675324675324	228	0.5454545454545454	89	0.5816993464052288	-0.012987012987012991	-0.04923181393769638	0	0.0	11	0.02631578947368421	4	0.026143790849673203	-0.02631578947368421	-0.026143790849673203
PBK	histone_write	40	0.5194805194805194	239	0.5717703349282297	86	0.5620915032679739	-0.052289815447710275	-0.042610983787454426	1	0.012987012987012988	2	0.004784688995215311	1	0.006535947712418301	0.008202323991797676	0.006451065274594687
REST	histone_erase	40	0.5194805194805194	246	0.5885167464114832	94	0.6143790849673203	-0.06903622693096378	-0.09489856548680087	2	0.025974025974025976	11	0.02631578947368421	6	0.0392156862745098	-0.00034176349965823333	-0.013241660300483828
ZNF532	histone_erase	39	0.5064935064935064	237	0.5669856459330144	78	0.5098039215686274	-0.06049213943950793	-0.003310415075120976	3	0.03896103896103896	6	0.014354066985645933	6	0.0392156862745098	0.02460697197539303	-0.00025464731347084324
EYA4	histone_erase	38	0.4935064935064935	248	0.5933014354066986	96	0.6274509803921569	-0.09979494190020505	-0.13394448688566335	0	0.0	4	0.009569377990430622	2	0.013071895424836602	-0.009569377990430622	-0.013071895424836602
APEX1	dna_modification	37	0.4805194805194805	182	0.4354066985645933	72	0.47058823529411764	0.045112781954887216	0.009931245225362872	6	0.07792207792207792	24	0.05741626794258373	11	0.0718954248366013	0.020505809979494187	0.006026653085476619
CUL3	histone_write	37	0.4805194805194805	186	0.4449760765550239	71	0.46405228758169936	0.0355434039644566	0.01646719293778115	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0
TDG	dna_modification	37	0.4805194805194805	200	0.4784688995215311	59	0.38562091503267976	0.002050580997949414	0.09489856548680076	0	0.0	1	0.0023923444976076554	2	0.013071895424836602	-0.0023923444976076554	-0.013071895424836602
CDC6	chromatin_remodeling	36	0.4675324675324675	189	0.45215311004784686	64	0.41830065359477125	0.01537935748462066	0.04923181393769627	1	0.012987012987012988	8	0.019138755980861243	2	0.013071895424836602	-0.006151742993848255	-8.488243782361383e-05
MORF4L1	histone_read	36	0.4675324675324675	212	0.507177033492823	72	0.47058823529411764	-0.03964456596035543	-0.003055767761650119	0	0.0	4	0.009569377990430622	1	0.006535947712418301	-0.009569377990430622	-0.006535947712418301
PADI4	histone_other	36	0.4675324675324675	222	0.5311004784688995	83	0.5424836601307189	-0.063568010936432	-0.07495119259825139	1	0.012987012987012988	9	0.0215311004784689	3	0.0196078431372549	-0.008544087491455913	-0.006620830150241914
PQBP1	rna_modification	36	0.4675324675324675	174	0.41626794258373206	67	0.43790849673202614	0.05126452494873546	0.02962397080044138	0	0.0	0	0.0	0	0.0	0.0	0.0
SPEN	histone_erase	36	0.4675324675324675	207	0.49521531100478466	86	0.5620915032679739	-0.027682843472317142	-0.09455903573550634	2	0.025974025974025976	12	0.028708133971291867	11	0.0718954248366013	-0.002734107997265891	-0.045921398862575326
CDYL	histone_write	35	0.45454545454545453	221	0.5287081339712919	82	0.5359477124183006	-0.07416267942583737	-0.0814022578728461	0	0.0	4	0.009569377990430622	3	0.0196078431372549	-0.009569377990430622	-0.0196078431372549
INO80D	chromatin_remodeling	34	0.44155844155844154	203	0.48564593301435405	66	0.43137254901960786	-0.04408749145591251	0.010185892538833674	0	0.0	5	0.011961722488038277	3	0.0196078431372549	-0.011961722488038277	-0.0196078431372549
SMARCA2	histone_read	34	0.44155844155844154	146	0.3492822966507177	50	0.32679738562091504	0.09227614490772384	0.1147610559375265	1	0.012987012987012988	5	0.011961722488038277	0	0.0	0.0010252904989747104	0.012987012987012988
LEO1	histone_write	33	0.42857142857142855	169	0.4043062200956938	63	0.4117647058823529	0.024265208475734767	0.016806722689075626	0	0.0	1	0.0023923444976076554	1	0.006535947712418301	-0.0023923444976076554	-0.006535947712418301
TNP2	chromatin_remodeling	33	0.42857142857142855	157	0.37559808612440193	51	0.3333333333333333	0.05297334244702662	0.09523809523809523	3	0.03896103896103896	5	0.011961722488038277	3	0.0196078431372549	0.026999316473000683	0.01935319582378406
PRDM14	dna_modification	32	0.4155844155844156	175	0.41866028708133973	49	0.3202614379084967	-0.0030758714969241208	0.09532297767591891	0	0.0	2	0.004784688995215311	0	0.0	-0.004784688995215311	0.0
CHD9	chromatin_remodeling	31	0.4025974025974026	131	0.3133971291866029	60	0.39215686274509803	0.08920027341079972	0.010440539852304587	9	0.11688311688311688	34	0.08133971291866028	15	0.09803921568627451	0.0355434039644566	0.018843901196842372
ZNF541	chromatin_remodeling	31	0.4025974025974026	129	0.30861244019138756	57	0.37254901960784315	0.09398496240601506	0.030048382989559475	7	0.09090909090909091	40	0.09569377990430622	14	0.0915032679738562	-0.004784688995215308	-0.0005941770647652916
APOBEC2	dna_modification	29	0.37662337662337664	180	0.430622009569378	58	0.3790849673202614	-0.05399863294600138	-0.0024615906968847856	0	0.0	3	0.007177033492822967	0	0.0	-0.007177033492822967	0.0
ELP2	histone_write	29	0.37662337662337664	208	0.49760765550239233	67	0.43790849673202614	-0.1209842788790157	-0.061285120108649505	15	0.19480519480519481	94	0.22488038277511962	31	0.20261437908496732	-0.03007518796992481	-0.0078091842797725075
KMT2C	histone_write	29	0.37662337662337664	190	0.45454545454545453	73	0.477124183006536	-0.07792207792207789	-0.10050080638315934	6	0.07792207792207792	54	0.1291866028708134	16	0.10457516339869281	-0.051264524948735485	-0.026653085476614893
NCOR2	histone_erase	29	0.37662337662337664	146	0.3492822966507177	57	0.37254901960784315	0.027341079972658944	0.004074357015533492	8	0.1038961038961039	56	0.1339712918660287	25	0.16339869281045752	-0.03007518796992481	-0.059502588914353616
ZNF217	histone_erase	29	0.37662337662337664	138	0.33014354066985646	59	0.38562091503267976	0.04647983595352018	-0.008997538409303119	1	0.012987012987012988	12	0.028708133971291867	7	0.0457516339869281	-0.01572112098427888	-0.03276462099991512
ZRANB3	chromatin_remodeling	29	0.37662337662337664	152	0.36363636363636365	53	0.3464052287581699	0.012987012987012991	0.030218147865206713	3	0.03896103896103896	20	0.04784688995215311	10	0.06535947712418301	-0.00888585099111415	-0.02639843816314405
BRD2	histone_read	28	0.36363636363636365	94	0.22488038277511962	44	0.2875816993464052	0.13875598086124402	0.07605466428995844	1	0.012987012987012988	3	0.007177033492822967	0	0.0	0.005809979494190021	0.012987012987012988
PHC2	polycomb	28	0.36363636363636365	138	0.33014354066985646	46	0.3006535947712418	0.033492822966507185	0.06298276886512183	0	0.0	8	0.019138755980861243	2	0.013071895424836602	-0.019138755980861243	-0.013071895424836602
SMARCAL1	chromatin_remodeling	27	0.35064935064935066	117	0.2799043062200957	54	0.35294117647058826	0.07074504442925494	-0.002291825821237603	10	0.12987012987012986	28	0.06698564593301436	14	0.0915032679738562	0.0628844839371155	0.038366861896273655
MSH6	histone_read	26	0.33766233766233766	161	0.38516746411483255	49	0.3202614379084967	-0.047505126452494884	0.01740089975384096	3	0.03896103896103896	15	0.03588516746411483	6	0.0392156862745098	0.0030758714969241277	-0.00025464731347084324
MBD1	histone_write	24	0.3116883116883117	125	0.29904306220095694	40	0.26143790849673204	0.012645249487354737	0.05025040319157964	1	0.012987012987012988	4	0.009569377990430622	1	0.006535947712418301	0.0034176349965823662	0.006451065274594687
PRKDC	histone_write	24	0.3116883116883117	88	0.21052631578947367	30	0.19607843137254902	0.10116199589883801	0.11560988031576266	13	0.16883116883116883	50	0.11961722488038277	15	0.09803921568627451	0.04921394395078606	0.07079195314489432
ALKBH4	dna_modification	23	0.2987012987012987	99	0.23684210526315788	40	0.26143790849673204	0.06185919343814081	0.03726339020456665	0	0.0	3	0.007177033492822967	0	0.0	-0.007177033492822967	0.0
BANP	histone_write	23	0.2987012987012987	90	0.215311004784689	47	0.30718954248366015	0.08339029391660968	-0.00848824378236146	4	0.05194805194805195	2	0.004784688995215311	1	0.006535947712418301	0.04716336295283664	0.04541210423563365
PAXIP1	histone_write	22	0.2857142857142857	133	0.3181818181818182	50	0.32679738562091504	-0.03246753246753248	-0.04108309990662934	2	0.025974025974025976	4	0.009569377990430622	3	0.0196078431372549	0.016404647983595352	0.006366182836771074
PRMT9	histone_write	22	0.2857142857142857	108	0.2583732057416268	53	0.3464052287581699	0.027341079972658888	-0.06069094304388423	22	0.2857142857142857	108	0.2583732057416268	53	0.3464052287581699	0.027341079972658888	-0.06069094304388423
TOP2B	chromatin_remodeling	22	0.2857142857142857	104	0.24880382775119617	40	0.26143790849673204	0.03691045796308953	0.024276377217553657	22	0.2857142857142857	102	0.24401913875598086	40	0.26143790849673204	0.04169514695830484	0.024276377217553657
HDAC10	histone_erase	20	0.2597402597402597	109	0.2607655502392344	48	0.3137254901960784	-0.001025290498974707	-0.05398523045581871	4	0.05194805194805195	11	0.02631578947368421	5	0.032679738562091505	0.025632262474367742	0.019268313385960446
KAT6A	histone_write	20	0.2597402597402597	146	0.3492822966507177	41	0.2679738562091503	-0.08954203691045798	-0.008233596468890603	1	0.012987012987012988	11	0.02631578947368421	3	0.0196078431372549	-0.013328776486671221	-0.006620830150241914
KDM7A	histone_erase	20	0.2597402597402597	181	0.43301435406698563	65	0.42483660130718953	-0.1732740943267259	-0.16509634156692982	2	0.025974025974025976	0	0.0	5	0.032679738562091505	0.025974025974025976	-0.006705712588065529
KANSL3	histone_write	19	0.24675324675324675	93	0.22248803827751196	27	0.17647058823529413	0.024265208475734795	0.07028265851795262	1	0.012987012987012988	3	0.007177033492822967	1	0.006535947712418301	0.005809979494190021	0.006451065274594687
RNF168	histone_write	19	0.24675324675324675	114	0.2727272727272727	43	0.28104575163398693	-0.025974025974025955	-0.03429250488074018	2	0.025974025974025976	14	0.03349282296650718	3	0.0196078431372549	-0.007518796992481203	0.006366182836771074
TADA1	histone_chaperone	18	0.23376623376623376	98	0.23444976076555024	35	0.22875816993464052	-0.0006835269993164805	0.005008063831593246	0	0.0	0	0.0	4	0.026143790849673203	0.0	-0.026143790849673203
UIMC1	histone_read	18	0.23376623376623376	106	0.2535885167464115	47	0.30718954248366015	-0.019822282980177713	-0.07342330871742639	1	0.012987012987012988	6	0.014354066985645933	3	0.0196078431372549	-0.0013670539986329455	-0.006620830150241914
YTHDC1	rna_modification	18	0.23376623376623376	80	0.19138755980861244	38	0.24836601307189543	0.04237867395762132	-0.01459977930566167	1	0.012987012987012988	0	0.0	0	0.0	0.012987012987012988	0.012987012987012988
APOBEC3G	dna_modification	17	0.22077922077922077	70	0.1674641148325359	17	0.1111111111111111	0.05331510594668487	0.10966810966810966	3	0.03896103896103896	5	0.011961722488038277	1	0.006535947712418301	0.026999316473000683	0.03242509124862066
DOT1L	histone_write	17	0.22077922077922077	121	0.2894736842105263	56	0.3660130718954248	-0.06869446343130556	-0.14523385111620404	2	0.025974025974025976	15	0.03588516746411483	8	0.05228758169934641	-0.009911141490088857	-0.02631355572532043
FOXO1	tf	17	0.22077922077922077	91	0.21770334928229665	32	0.20915032679738563	0.0030758714969241208	0.011628893981835142	7	0.09090909090909091	28	0.06698564593301436	11	0.0718954248366013	0.023923444976076555	0.01901366607248961
KMT2D	histone_write	17	0.22077922077922077	93	0.22248803827751196	29	0.1895424836601307	-0.0017088174982911875	0.031236737119090058	17	0.22077922077922077	93	0.22248803827751196	28	0.1830065359477124	-0.0017088174982911875	0.03777268483150836
METTL11B	histone_write	17	0.22077922077922077	114	0.2727272727272727	50	0.32679738562091504	-0.05194805194805194	-0.10601816484169427	2	0.025974025974025976	4	0.009569377990430622	1	0.006535947712418301	0.016404647983595352	0.019438078261607674
PRMT6	histone_write	17	0.22077922077922077	92	0.22009569377990432	29	0.1895424836601307	0.0006835269993164528	0.031236737119090058	0	0.0	1	0.0023923444976076554	1	0.006535947712418301	-0.0023923444976076554	-0.006535947712418301
NCOA2	chromatin_remodeling	16	0.2077922077922078	138	0.33014354066985646	49	0.3202614379084967	-0.12235133287764866	-0.1124692301162889	0	0.0	17	0.04066985645933014	3	0.0196078431372549	-0.04066985645933014	-0.0196078431372549
TYW5	rna_modification	16	0.2077922077922078	65	0.15550239234449761	40	0.26143790849673204	0.05228981544771019	-0.053645700704524235	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0
DPPA3	histone_read	15	0.19480519480519481	139	0.33253588516746413	35	0.22875816993464052	-0.13773069036226931	-0.0339529751294457	0	0.0	2	0.004784688995215311	0	0.0	-0.004784688995215311	0.0
PADI3	histone_other	15	0.19480519480519481	103	0.24641148325358853	30	0.19607843137254902	-0.05160628844839371	-0.0012732365673542023	1	0.012987012987012988	15	0.03588516746411483	3	0.0196078431372549	-0.022898154477101845	-0.006620830150241914
ZNF516	histone_erase	14	0.18181818181818182	54	0.1291866028708134	20	0.13071895424836602	0.05263157894736842	0.0510992275698158	11	0.14285714285714285	45	0.1076555023923445	16	0.10457516339869281	0.035201640464798345	0.038281979458450036
MST1	histone_other	13	0.16883116883116883	69	0.16507177033492823	30	0.19607843137254902	0.0037593984962406013	-0.027247262541380185	5	0.06493506493506493	25	0.05980861244019139	10	0.06535947712418301	0.0051264524948735415	-0.0004244121891180813
HDGF	chromatin_remodeling	12	0.15584415584415584	57	0.13636363636363635	25	0.16339869281045752	0.019480519480519487	-0.007554536966301678	1	0.012987012987012988	1	0.0023923444976076554	0	0.0	0.010594668489405332	0.012987012987012988
SCML4	polycomb	12	0.15584415584415584	72	0.1722488038277512	25	0.16339869281045752	-0.016404647983595366	-0.007554536966301678	0	0.0	4	0.009569377990430622	0	0.0	-0.009569377990430622	0.0
ALKBH1	dna_modification	11	0.14285714285714285	45	0.1076555023923445	20	0.13071895424836602	0.035201640464798345	0.012138188608776829	2	0.025974025974025976	5	0.011961722488038277	1	0.006535947712418301	0.014012303485987698	0.019438078261607674
ARID2	chromatin_remodeling	11	0.14285714285714285	52	0.12440191387559808	17	0.1111111111111111	0.018455228981544766	0.031746031746031744	11	0.14285714285714285	52	0.12440191387559808	17	0.1111111111111111	0.018455228981544766	0.031746031746031744
EHMT1	histone_write	11	0.14285714285714285	41	0.09808612440191387	16	0.10457516339869281	0.044771018455228975	0.038281979458450036	11	0.14285714285714285	41	0.09808612440191387	16	0.10457516339869281	0.044771018455228975	0.038281979458450036
EP300	histone_write	11	0.14285714285714285	60	0.14354066985645933	26	0.16993464052287582	-0.0006835269993164805	-0.027077497665732975	1	0.012987012987012988	27	0.0645933014354067	9	0.058823529411764705	-0.05160628844839371	-0.045836516424751714
MLLT10	histone_write	11	0.14285714285714285	42	0.10047846889952153	15	0.09803921568627451	0.04237867395762132	0.04481792717086834	11	0.14285714285714285	42	0.10047846889952153	15	0.09803921568627451	0.04237867395762132	0.04481792717086834
PHF20	histone_write	11	0.14285714285714285	100	0.23923444976076555	28	0.1830065359477124	-0.0963773069036227	-0.04014939309056956	2	0.025974025974025976	21	0.050239234449760764	2	0.013071895424836602	-0.02426520847573479	0.012902130549189374
PRDM1	histone_write	11	0.14285714285714285	44	0.10526315789473684	13	0.08496732026143791	0.03759398496240601	0.05788982259570494	1	0.012987012987012988	12	0.028708133971291867	4	0.026143790849673203	-0.01572112098427888	-0.013156777862660216
PRDM2	histone_write	11	0.14285714285714285	31	0.07416267942583732	17	0.1111111111111111	0.06869446343130553	0.031746031746031744	6	0.07792207792207792	14	0.03349282296650718	10	0.06535947712418301	0.04442925495557074	0.01256260079789491
ATM	histone_write	10	0.12987012987012986	28	0.06698564593301436	26	0.16993464052287582	0.0628844839371155	-0.040064510652745966	4	0.05194805194805195	14	0.03349282296650718	18	0.11764705882352941	0.018455228981544773	-0.06569900687547746
EP400	chromatin_remodeling	10	0.12987012987012986	27	0.0645933014354067	11	0.0718954248366013	0.06527682843472316	0.057974705033528556	6	0.07792207792207792	21	0.050239234449760764	9	0.058823529411764705	0.027682843472317156	0.019098548510313215
UBR7	dna_modification	10	0.12987012987012986	57	0.13636363636363635	18	0.11764705882352941	-0.006493506493506496	0.012223071046600448	0	0.0	2	0.004784688995215311	3	0.0196078431372549	-0.004784688995215311	-0.0196078431372549
KMT2E	histone_write	9	0.11688311688311688	33	0.07894736842105263	12	0.0784313725490196	0.03793574846206425	0.038451744334097274	0	0.0	16	0.03827751196172249	8	0.05228758169934641	-0.03827751196172249	-0.05228758169934641
NSRP1	rna_modification	9	0.11688311688311688	19	0.045454545454545456	8	0.05228758169934641	0.07142857142857142	0.06459553518377048	9	0.11688311688311688	19	0.045454545454545456	8	0.05228758169934641	0.07142857142857142	0.06459553518377048
CHRAC1	histone_chaperone	8	0.1038961038961039	38	0.09090909090909091	19	0.12418300653594772	0.012987012987012991	-0.020286902639843812	2	0.025974025974025976	1	0.0023923444976076554	1	0.006535947712418301	0.02358168147641832	0.019438078261607674
EEF1AKMT4	other	8	0.1038961038961039	53	0.12679425837320574	20	0.13071895424836602	-0.022898154477101834	-0.026822850352262118	0	0.0	3	0.007177033492822967	1	0.006535947712418301	-0.007177033492822967	-0.006535947712418301
KMT2A	histone_write	8	0.1038961038961039	28	0.06698564593301436	21	0.13725490196078433	0.036910457963089546	-0.03335879806468042	8	0.1038961038961039	28	0.06698564593301436	21	0.13725490196078433	0.036910457963089546	-0.03335879806468042
NCOA6	histone_write	8	0.1038961038961039	53	0.12679425837320574	12	0.0784313725490196	-0.022898154477101834	0.025464731347084296	8	0.1038961038961039	53	0.12679425837320574	12	0.0784313725490196	-0.022898154477101834	0.025464731347084296
PRMT7	histone_write	8	0.1038961038961039	64	0.15311004784688995	28	0.1830065359477124	-0.04921394395078604	-0.0791104320516085	0	0.0	8	0.019138755980861243	2	0.013071895424836602	-0.019138755980861243	-0.013071895424836602
PRR14	histone_write	8	0.1038961038961039	48	0.11483253588516747	19	0.12418300653594772	-0.010936431989063564	-0.020286902639843812	2	0.025974025974025976	5	0.011961722488038277	2	0.013071895424836602	0.014012303485987698	0.012902130549189374
SRCAP	chromatin_remodeling	8	0.1038961038961039	32	0.07655502392344497	15	0.09803921568627451	0.02734107997265893	0.0058568882098293945	8	0.1038961038961039	32	0.07655502392344497	14	0.0915032679738562	0.02734107997265893	0.0123928359222477
STK4	histone_write	8	0.1038961038961039	54	0.1291866028708134	17	0.1111111111111111	-0.025290498974709502	-0.007215007215007202	5	0.06493506493506493	41	0.09808612440191387	10	0.06535947712418301	-0.033151059466848945	-0.0004244121891180813
CHAF1A	chromatin_remodeling	7	0.09090909090909091	31	0.07416267942583732	12	0.0784313725490196	0.016746411483253593	0.012477718360071305	0	0.0	5	0.011961722488038277	0	0.0	-0.011961722488038277	0.0
CHD6	chromatin_remodeling	7	0.09090909090909091	34	0.08133971291866028	13	0.08496732026143791	0.00956937799043063	0.005941770647653	2	0.025974025974025976	24	0.05741626794258373	12	0.0784313725490196	-0.03144224196855776	-0.05245734657499363
DMAP1	chromatin_remodeling	7	0.09090909090909091	12	0.028708133971291867	5	0.032679738562091505	0.06220095693779905	0.058229352346999406	7	0.09090909090909091	12	0.028708133971291867	5	0.032679738562091505	0.06220095693779905	0.058229352346999406
HLTF	chromatin_remodeling	7	0.09090909090909091	27	0.0645933014354067	10	0.06535947712418301	0.02631578947368421	0.0255496137849079	3	0.03896103896103896	12	0.028708133971291867	5	0.032679738562091505	0.010252904989747093	0.006281300398947455
PRDM9	histone_write	7	0.09090909090909091	16	0.03827751196172249	9	0.058823529411764705	0.052631578947368425	0.03208556149732621	6	0.07792207792207792	16	0.03827751196172249	9	0.058823529411764705	0.039644565960355434	0.019098548510313215
SETMAR	histone_write	7	0.09090909090909091	80	0.19138755980861244	27	0.17647058823529413	-0.10047846889952153	-0.08556149732620322	1	0.012987012987012988	19	0.045454545454545456	4	0.026143790849673203	-0.032467532467532464	-0.013156777862660216
ASXL1	polycomb	6	0.07792207792207792	22	0.05263157894736842	6	0.0392156862745098	0.025290498974709502	0.03870639164756812	6	0.07792207792207792	22	0.05263157894736842	6	0.0392156862745098	0.025290498974709502	0.03870639164756812
CDK3	histone_write	6	0.07792207792207792	19	0.045454545454545456	11	0.0718954248366013	0.032467532467532464	0.006026653085476619	6	0.07792207792207792	19	0.045454545454545456	11	0.0718954248366013	0.032467532467532464	0.006026653085476619
ELP5	histone_write	6	0.07792207792207792	25	0.05980861244019139	13	0.08496732026143791	0.018113465481886533	-0.007045242339359992	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0
KAT6B	histone_write	6	0.07792207792207792	23	0.05502392344497608	11	0.0718954248366013	0.02289815447710184	0.006026653085476619	6	0.07792207792207792	23	0.05502392344497608	11	0.0718954248366013	0.02289815447710184	0.006026653085476619
PARG	chromatin_remodeling	6	0.07792207792207792	19	0.045454545454545456	5	0.032679738562091505	0.032467532467532464	0.045242339359986415	6	0.07792207792207792	19	0.045454545454545456	5	0.032679738562091505	0.032467532467532464	0.045242339359986415
PHF2	histone_erase	6	0.07792207792207792	25	0.05980861244019139	6	0.0392156862745098	0.018113465481886533	0.03870639164756812	6	0.07792207792207792	23	0.05502392344497608	4	0.026143790849673203	0.02289815447710184	0.05177828707240471
PRKAG2	histone_write	6	0.07792207792207792	19	0.045454545454545456	12	0.0784313725490196	0.032467532467532464	-0.0005092946269416865	6	0.07792207792207792	19	0.045454545454545456	12	0.0784313725490196	0.032467532467532464	-0.0005092946269416865
RBBP7	histone_chaperone	6	0.07792207792207792	37	0.08851674641148326	10	0.06535947712418301	-0.010594668489405337	0.01256260079789491	0	0.0	0	0.0	0	0.0	0.0	0.0
RBM15	rna_modification	6	0.07792207792207792	12	0.028708133971291867	6	0.0392156862745098	0.04921394395078606	0.03870639164756812	3	0.03896103896103896	11	0.02631578947368421	6	0.0392156862745098	0.012645249487354751	-0.00025464731347084324
RBM24	rna_modification	6	0.07792207792207792	31	0.07416267942583732	13	0.08496732026143791	0.0037593984962406013	-0.007045242339359992	6	0.07792207792207792	31	0.07416267942583732	13	0.08496732026143791	0.0037593984962406013	-0.007045242339359992
TRUB2	rna_modification	6	0.07792207792207792	45	0.1076555023923445	13	0.08496732026143791	-0.029733424470266584	-0.007045242339359992	6	0.07792207792207792	45	0.1076555023923445	13	0.08496732026143791	-0.029733424470266584	-0.007045242339359992
BAZ2A	chromatin_remodeling	5	0.06493506493506493	25	0.05980861244019139	6	0.0392156862745098	0.0051264524948735415	0.025719378660555126	5	0.06493506493506493	25	0.05980861244019139	6	0.0392156862745098	0.0051264524948735415	0.025719378660555126
CHAF1B	chromatin_remodeling	5	0.06493506493506493	16	0.03827751196172249	5	0.032679738562091505	0.026657552973342442	0.032255326372973424	1	0.012987012987012988	2	0.004784688995215311	0	0.0	0.008202323991797676	0.012987012987012988
CHD3	chromatin_remodeling	5	0.06493506493506493	32	0.07655502392344497	14	0.0915032679738562	-0.011619958988380044	-0.026568203038791274	0	0.0	8	0.019138755980861243	3	0.0196078431372549	-0.019138755980861243	-0.0196078431372549
CHD7	chromatin_remodeling	5	0.06493506493506493	36	0.0861244019138756	11	0.0718954248366013	-0.021189336978810674	-0.006960359901536373	5	0.06493506493506493	36	0.0861244019138756	11	0.0718954248366013	-0.021189336978810674	-0.006960359901536373
DAPK3	histone_write	5	0.06493506493506493	13	0.03110047846889952	4	0.026143790849673203	0.03383458646616541	0.03879127408539172	5	0.06493506493506493	13	0.03110047846889952	4	0.026143790849673203	0.03383458646616541	0.03879127408539172
FBL	histone_write	5	0.06493506493506493	52	0.12440191387559808	17	0.1111111111111111	-0.059466848940533154	-0.046176046176046176	0	0.0	0	0.0	0	0.0	0.0	0.0
