gene	gene_class	nonsyn_abnormal_n	nonsyn_abnormal_rate	nonsyn_normal_n	nonsyn_normal_rate	nonsyn_control_n	nonsyn_control_rate	nonsyn_rate_ab_minus_normal	nonsyn_rate_ab_minus_control	rare_abnormal_n	rare_abnormal_rate	rare_normal_n	rare_normal_rate	rare_control_n	rare_control_rate	rare_rate_ab_minus_normal	rare_rate_ab_minus_control
NAT10	histone_write	47	1.0	445	0.9933035714285714	152	0.9934640522875817	0.006696428571428603	0.006535947712418277	2	0.0425531914893617	12	0.026785714285714284	1	0.006535947712418301	0.015767477203647417	0.0360172437769434
NCOA3	histone_write	47	1.0	443	0.9888392857142857	153	1.0	0.011160714285714302	0.0	0	0.0	9	0.020089285714285716	4	0.026143790849673203	-0.020089285714285716	-0.026143790849673203
NEK9	histone_write	47	1.0	424	0.9464285714285714	140	0.9150326797385621	0.0535714285714286	0.08496732026143794	4	0.0851063829787234	45	0.10044642857142858	19	0.12418300653594772	-0.015340045592705173	-0.03907662355722431
PHIP	histone_read	47	1.0	443	0.9888392857142857	150	0.9803921568627451	0.011160714285714302	0.019607843137254943	1	0.02127659574468085	2	0.004464285714285714	4	0.026143790849673203	0.016812310030395135	-0.004867195104992353
PRKCA	histone_write	47	1.0	442	0.9866071428571429	151	0.9869281045751634	0.013392857142857095	0.013071895424836555	0	0.0	1	0.002232142857142857	0	0.0	-0.002232142857142857	0.0
SP140	histone_read	47	1.0	446	0.9955357142857143	153	1.0	0.004464285714285698	0.0	2	0.0425531914893617	3	0.006696428571428571	0	0.0	0.03585676291793313	0.0425531914893617
TAF4	histone_chaperone	47	1.0	437	0.9754464285714286	150	0.9803921568627451	0.024553571428571397	0.019607843137254943	0	0.0	6	0.013392857142857142	4	0.026143790849673203	-0.013392857142857142	-0.026143790849673203
TET1	dna_modification	47	1.0	434	0.96875	147	0.9607843137254902	0.03125	0.039215686274509776	1	0.02127659574468085	18	0.04017857142857143	11	0.0718954248366013	-0.01890197568389058	-0.05061882909192045
THRAP3	rna_modification	47	1.0	442	0.9866071428571429	152	0.9934640522875817	0.013392857142857095	0.006535947712418277	4	0.0851063829787234	26	0.05803571428571429	9	0.058823529411764705	0.027070668693009114	0.026282853566958697
AURKA	histone_write	46	0.9787234042553191	426	0.9508928571428571	146	0.954248366013072	0.027830547112462023	0.02447503824224717	1	0.02127659574468085	4	0.008928571428571428	0	0.0	0.012348024316109422	0.02127659574468085
CHEK1	histone_write	46	0.9787234042553191	444	0.9910714285714286	152	0.9934640522875817	-0.012348024316109485	-0.014740648032262604	0	0.0	3	0.006696428571428571	0	0.0	-0.006696428571428571	0.0
DPF3	chromatin_remodeling	46	0.9787234042553191	445	0.9933035714285714	151	0.9869281045751634	-0.014580167173252279	-0.008204700319844327	1	0.02127659574468085	5	0.011160714285714286	3	0.0196078431372549	0.010115881458966565	0.0016687526074259489
HJURP	histone_chaperone	46	0.9787234042553191	440	0.9821428571428571	149	0.9738562091503268	-0.003419452887537977	0.004867195104992339	1	0.02127659574468085	21	0.046875	4	0.026143790849673203	-0.02559840425531915	-0.004867195104992353
